id,candidate_id,qplume,name,folder,date,datetime,window_col_off,window_row_off,window_width,window_height,subset,difficulty,label_path,has_plume,window_labels
ang20190924t174538_r16384_c0_w512_h512,,0.0,ang20190924t174538,/AVIRISNG/Permian2019/ang20190924t174538_r16384_c0_w512_h512,2019-09-24,2019-09-24 17:45:38+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190924t174538_r13312_c256_w512_h512,,0.0,ang20190924t174538,/AVIRISNG/Permian2019/ang20190924t174538_r13312_c256_w512_h512,2019-09-24,2019-09-24 17:45:38+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190924t183641_r7936_c0_w512_h512,,0.0,ang20190924t183641,/AVIRISNG/Permian2019/ang20190924t183641_r7936_c0_w512_h512,2019-09-24,2019-09-24 18:36:41+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190924t193726_r3072_c0_w512_h512,,0.0,ang20190924t193726,/AVIRISNG/Permian2019/ang20190924t193726_r3072_c0_w512_h512,2019-09-24,2019-09-24 19:37:26+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t152524_r0_c256_w512_h512,,0.0,ang20190926t152524,/AVIRISNG/Permian2019/ang20190926t152524_r0_c256_w512_h512,2019-09-26,2019-09-26 15:25:24+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t152524_r13312_c0_w512_h512,,0.0,ang20190926t152524,/AVIRISNG/Permian2019/ang20190926t152524_r13312_c0_w512_h512,2019-09-26,2019-09-26 15:25:24+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t152524_r10240_c0_w512_h512,,0.0,ang20190926t152524,/AVIRISNG/Permian2019/ang20190926t152524_r10240_c0_w512_h512,2019-09-26,2019-09-26 15:25:24+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t152524_r5888_c256_w512_h512,,0.0,ang20190926t152524,/AVIRISNG/Permian2019/ang20190926t152524_r5888_c256_w512_h512,2019-09-26,2019-09-26 15:25:24+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t154314_r11008_c0_w512_h512,,0.0,ang20190926t154314,/AVIRISNG/Permian2019/ang20190926t154314_r11008_c0_w512_h512,2019-09-26,2019-09-26 15:43:14+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t154314_r5376_c0_w512_h512,,0.0,ang20190926t154314,/AVIRISNG/Permian2019/ang20190926t154314_r5376_c0_w512_h512,2019-09-26,2019-09-26 15:43:14+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t165202_r7680_c256_w512_h512,,0.0,ang20190926t165202,/AVIRISNG/Permian2019/ang20190926t165202_r7680_c256_w512_h512,2019-09-26,2019-09-26 16:52:02+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t171159_r7168_c256_w512_h512,,0.0,ang20190926t171159,/AVIRISNG/Permian2019/ang20190926t171159_r7168_c256_w512_h512,2019-09-26,2019-09-26 17:11:59+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t174644_r0_c0_w512_h512,,0.0,ang20190926t174644,/AVIRISNG/Permian2019/ang20190926t174644_r0_c0_w512_h512,2019-09-26,2019-09-26 17:46:44+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t182043_r6656_c0_w512_h512,,0.0,ang20190926t182043,/AVIRISNG/Permian2019/ang20190926t182043_r6656_c0_w512_h512,2019-09-26,2019-09-26 18:20:43+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t182043_r8960_c0_w512_h512,,0.0,ang20190926t182043,/AVIRISNG/Permian2019/ang20190926t182043_r8960_c0_w512_h512,2019-09-26,2019-09-26 18:20:43+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t184029_r9216_c256_w512_h512,,0.0,ang20190926t184029,/AVIRISNG/Permian2019/ang20190926t184029_r9216_c256_w512_h512,2019-09-26,2019-09-26 18:40:29+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t185727_r7680_c256_w512_h512,,0.0,ang20190926t185727,/AVIRISNG/Permian2019/ang20190926t185727_r7680_c256_w512_h512,2019-09-26,2019-09-26 18:57:27+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t191417_r7936_c256_w512_h512,,0.0,ang20190926t191417,/AVIRISNG/Permian2019/ang20190926t191417_r7936_c256_w512_h512,2019-09-26,2019-09-26 19:14:17+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t191417_r6144_c256_w512_h512,,0.0,ang20190926t191417,/AVIRISNG/Permian2019/ang20190926t191417_r6144_c256_w512_h512,2019-09-26,2019-09-26 19:14:17+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t221757_r10240_c256_w512_h512,,0.0,ang20190926t221757,/AVIRISNG/Permian2019/ang20190926t221757_r10240_c256_w512_h512,2019-09-26,2019-09-26 22:17:57+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t221757_r0_c0_w512_h512,,0.0,ang20190926t221757,/AVIRISNG/Permian2019/ang20190926t221757_r0_c0_w512_h512,2019-09-26,2019-09-26 22:17:57+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190926t223557_r6656_c0_w512_h512,,0.0,ang20190926t223557,/AVIRISNG/Permian2019/ang20190926t223557_r6656_c0_w512_h512,2019-09-26,2019-09-26 22:35:57+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190927t145113_r4352_c0_w512_h512,,0.0,ang20190927t145113,/AVIRISNG/Permian2019/ang20190927t145113_r4352_c0_w512_h512,2019-09-27,2019-09-27 14:51:13+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190927t160700_r9472_c0_w512_h512,,0.0,ang20190927t160700,/AVIRISNG/Permian2019/ang20190927t160700_r9472_c0_w512_h512,2019-09-27,2019-09-27 16:07:00+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190927t162514_r6400_c256_w512_h512,,0.0,ang20190927t162514,/AVIRISNG/Permian2019/ang20190927t162514_r6400_c256_w512_h512,2019-09-27,2019-09-27 16:25:14+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190927t162514_r4096_c0_w512_h512,,0.0,ang20190927t162514,/AVIRISNG/Permian2019/ang20190927t162514_r4096_c0_w512_h512,2019-09-27,2019-09-27 16:25:14+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190927t162514_r11008_c0_w512_h512,,0.0,ang20190927t162514,/AVIRISNG/Permian2019/ang20190927t162514_r11008_c0_w512_h512,2019-09-27,2019-09-27 16:25:14+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190927t164322_r1536_c0_w512_h512,,0.0,ang20190927t164322,/AVIRISNG/Permian2019/ang20190927t164322_r1536_c0_w512_h512,2019-09-27,2019-09-27 16:43:22+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190927t173620_r9216_c256_w512_h512,,0.0,ang20190927t173620,/AVIRISNG/Permian2019/ang20190927t173620_r9216_c256_w512_h512,2019-09-27,2019-09-27 17:36:20+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190927t173620_r8704_c256_w512_h512,,0.0,ang20190927t173620,/AVIRISNG/Permian2019/ang20190927t173620_r8704_c256_w512_h512,2019-09-27,2019-09-27 17:36:20+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190927t181142_r6144_c256_w512_h512,,0.0,ang20190927t181142,/AVIRISNG/Permian2019/ang20190927t181142_r6144_c256_w512_h512,2019-09-27,2019-09-27 18:11:42+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190927t182905_r768_c256_w512_h512,,0.0,ang20190927t182905,/AVIRISNG/Permian2019/ang20190927t182905_r768_c256_w512_h512,2019-09-27,2019-09-27 18:29:05+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190927t182905_r5632_c256_w512_h512,,0.0,ang20190927t182905,/AVIRISNG/Permian2019/ang20190927t182905_r5632_c256_w512_h512,2019-09-27,2019-09-27 18:29:05+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190927t184620_r6400_c0_w512_h512,,0.0,ang20190927t184620,/AVIRISNG/Permian2019/ang20190927t184620_r6400_c0_w512_h512,2019-09-27,2019-09-27 18:46:20+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190927t190436_r9472_c0_w512_h512,,0.0,ang20190927t190436,/AVIRISNG/Permian2019/ang20190927t190436_r9472_c0_w512_h512,2019-09-27,2019-09-27 19:04:36+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190927t192237_r10240_c0_w512_h512,,0.0,ang20190927t192237,/AVIRISNG/Permian2019/ang20190927t192237_r10240_c0_w512_h512,2019-09-27,2019-09-27 19:22:37+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190927t192237_r6656_c0_w512_h512,,0.0,ang20190927t192237,/AVIRISNG/Permian2019/ang20190927t192237_r6656_c0_w512_h512,2019-09-27,2019-09-27 19:22:37+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190928t175550_r2816_c0_w512_h512,,0.0,ang20190928t175550,/AVIRISNG/Permian2019/ang20190928t175550_r2816_c0_w512_h512,2019-09-28,2019-09-28 17:55:50+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190928t175550_r7424_c0_w512_h512,,0.0,ang20190928t175550,/AVIRISNG/Permian2019/ang20190928t175550_r7424_c0_w512_h512,2019-09-28,2019-09-28 17:55:50+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190928t175550_r12800_c0_w512_h512,,0.0,ang20190928t175550,/AVIRISNG/Permian2019/ang20190928t175550_r12800_c0_w512_h512,2019-09-28,2019-09-28 17:55:50+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190928t175550_r11776_c256_w512_h512,,0.0,ang20190928t175550,/AVIRISNG/Permian2019/ang20190928t175550_r11776_c256_w512_h512,2019-09-28,2019-09-28 17:55:50+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190928t181405_r3840_c0_w512_h512,,0.0,ang20190928t181405,/AVIRISNG/Permian2019/ang20190928t181405_r3840_c0_w512_h512,2019-09-28,2019-09-28 18:14:05+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190928t185111_r12800_c0_w512_h512,,0.0,ang20190928t185111,/AVIRISNG/Permian2019/ang20190928t185111_r12800_c0_w512_h512,2019-09-28,2019-09-28 18:51:11+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190928t185111_r7936_c0_w512_h512,,0.0,ang20190928t185111,/AVIRISNG/Permian2019/ang20190928t185111_r7936_c0_w512_h512,2019-09-28,2019-09-28 18:51:11+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190928t190948_r12800_c256_w512_h512,,0.0,ang20190928t190948,/AVIRISNG/Permian2019/ang20190928t190948_r12800_c256_w512_h512,2019-09-28,2019-09-28 19:09:48+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190928t190948_r2560_c0_w512_h512,,0.0,ang20190928t190948,/AVIRISNG/Permian2019/ang20190928t190948_r2560_c0_w512_h512,2019-09-28,2019-09-28 19:09:48+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20190928t193847_r1792_c256_w512_h512,,0.0,ang20190928t193847,/AVIRISNG/Permian2019/ang20190928t193847_r1792_c256_w512_h512,2019-09-28,2019-09-28 19:38:47+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191005t210402_r13056_c0_w512_h512,,0.0,ang20191005t210402,/AVIRISNG/Permian2019/ang20191005t210402_r13056_c0_w512_h512,2019-10-05,2019-10-05 21:04:02+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191005t215301_r1024_c0_w512_h512,,0.0,ang20191005t215301,/AVIRISNG/Permian2019/ang20191005t215301_r1024_c0_w512_h512,2019-10-05,2019-10-05 21:53:01+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191005t221554_r3840_c0_w512_h512,,0.0,ang20191005t221554,/AVIRISNG/Permian2019/ang20191005t221554_r3840_c0_w512_h512,2019-10-05,2019-10-05 22:15:54+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t150453_r8192_c0_w512_h512,,0.0,ang20191006t150453,/AVIRISNG/Permian2019/ang20191006t150453_r8192_c0_w512_h512,2019-10-06,2019-10-06 15:04:53+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t152009_r5888_c0_w512_h512,,0.0,ang20191006t152009,/AVIRISNG/Permian2019/ang20191006t152009_r5888_c0_w512_h512,2019-10-06,2019-10-06 15:20:09+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t152009_r4864_c0_w512_h512,,0.0,ang20191006t152009,/AVIRISNG/Permian2019/ang20191006t152009_r4864_c0_w512_h512,2019-10-06,2019-10-06 15:20:09+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t153731_r1792_c256_w512_h512,,0.0,ang20191006t153731,/AVIRISNG/Permian2019/ang20191006t153731_r1792_c256_w512_h512,2019-10-06,2019-10-06 15:37:31+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t153731_r8960_c0_w512_h512,,0.0,ang20191006t153731,/AVIRISNG/Permian2019/ang20191006t153731_r8960_c0_w512_h512,2019-10-06,2019-10-06 15:37:31+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t155231_r512_c0_w512_h512,,0.0,ang20191006t155231,/AVIRISNG/Permian2019/ang20191006t155231_r512_c0_w512_h512,2019-10-06,2019-10-06 15:52:31+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t160931_r1280_c0_w512_h512,,0.0,ang20191006t160931,/AVIRISNG/Permian2019/ang20191006t160931_r1280_c0_w512_h512,2019-10-06,2019-10-06 16:09:31+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t162415_r4096_c0_w512_h512,,0.0,ang20191006t162415,/AVIRISNG/Permian2019/ang20191006t162415_r4096_c0_w512_h512,2019-10-06,2019-10-06 16:24:15+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t162415_r3584_c0_w512_h512,,0.0,ang20191006t162415,/AVIRISNG/Permian2019/ang20191006t162415_r3584_c0_w512_h512,2019-10-06,2019-10-06 16:24:15+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t164135_r4864_c0_w512_h512,,0.0,ang20191006t164135,/AVIRISNG/Permian2019/ang20191006t164135_r4864_c0_w512_h512,2019-10-06,2019-10-06 16:41:35+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t164135_r4352_c0_w512_h512,,0.0,ang20191006t164135,/AVIRISNG/Permian2019/ang20191006t164135_r4352_c0_w512_h512,2019-10-06,2019-10-06 16:41:35+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t164135_r6912_c0_w512_h512,,0.0,ang20191006t164135,/AVIRISNG/Permian2019/ang20191006t164135_r6912_c0_w512_h512,2019-10-06,2019-10-06 16:41:35+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t172739_r9216_c256_w512_h512,,0.0,ang20191006t172739,/AVIRISNG/Permian2019/ang20191006t172739_r9216_c256_w512_h512,2019-10-06,2019-10-06 17:27:39+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t174505_r8704_c0_w512_h512,,0.0,ang20191006t174505,/AVIRISNG/Permian2019/ang20191006t174505_r8704_c0_w512_h512,2019-10-06,2019-10-06 17:45:05+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t180341_r7936_c256_w512_h512,,0.0,ang20191006t180341,/AVIRISNG/Permian2019/ang20191006t180341_r7936_c256_w512_h512,2019-10-06,2019-10-06 18:03:41+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t182329_r8704_c256_w512_h512,,0.0,ang20191006t182329,/AVIRISNG/Permian2019/ang20191006t182329_r8704_c256_w512_h512,2019-10-06,2019-10-06 18:23:29+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t182329_r8192_c256_w512_h512,,0.0,ang20191006t182329,/AVIRISNG/Permian2019/ang20191006t182329_r8192_c256_w512_h512,2019-10-06,2019-10-06 18:23:29+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t182329_r11776_c512_w512_h512,,0.0,ang20191006t182329,/AVIRISNG/Permian2019/ang20191006t182329_r11776_c512_w512_h512,2019-10-06,2019-10-06 18:23:29+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191006t185838_r7424_c256_w512_h512,,0.0,ang20191006t185838,/AVIRISNG/Permian2019/ang20191006t185838_r7424_c256_w512_h512,2019-10-06,2019-10-06 18:58:38+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191007t180411_r6400_c0_w512_h512,,0.0,ang20191007t180411,/AVIRISNG/Permian2019/ang20191007t180411_r6400_c0_w512_h512,2019-10-07,2019-10-07 18:04:11+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191007t180411_r9728_c0_w512_h512,,0.0,ang20191007t180411,/AVIRISNG/Permian2019/ang20191007t180411_r9728_c0_w512_h512,2019-10-07,2019-10-07 18:04:11+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191007t182352_r8960_c256_w512_h512,,0.0,ang20191007t182352,/AVIRISNG/Permian2019/ang20191007t182352_r8960_c256_w512_h512,2019-10-07,2019-10-07 18:23:52+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191007t184008_r1536_c0_w512_h512,,0.0,ang20191007t184008,/AVIRISNG/Permian2019/ang20191007t184008_r1536_c0_w512_h512,2019-10-07,2019-10-07 18:40:08+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191007t185303_r768_c0_w512_h512,,0.0,ang20191007t185303,/AVIRISNG/Permian2019/ang20191007t185303_r768_c0_w512_h512,2019-10-07,2019-10-07 18:53:03+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191007t185303_r9984_c0_w512_h512,,0.0,ang20191007t185303,/AVIRISNG/Permian2019/ang20191007t185303_r9984_c0_w512_h512,2019-10-07,2019-10-07 18:53:03+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191007t193705_r8448_c0_w512_h512,,0.0,ang20191007t193705,/AVIRISNG/Permian2019/ang20191007t193705_r8448_c0_w512_h512,2019-10-07,2019-10-07 19:37:05+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191007t195115_r6144_c256_w512_h512,,0.0,ang20191007t195115,/AVIRISNG/Permian2019/ang20191007t195115_r6144_c256_w512_h512,2019-10-07,2019-10-07 19:51:15+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t151045_r3328_c0_w512_h512,,0.0,ang20191008t151045,/AVIRISNG/Permian2019/ang20191008t151045_r3328_c0_w512_h512,2019-10-08,2019-10-08 15:10:45+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t151045_r2048_c0_w512_h512,,0.0,ang20191008t151045,/AVIRISNG/Permian2019/ang20191008t151045_r2048_c0_w512_h512,2019-10-08,2019-10-08 15:10:45+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t151045_r5888_c0_w512_h512,,0.0,ang20191008t151045,/AVIRISNG/Permian2019/ang20191008t151045_r5888_c0_w512_h512,2019-10-08,2019-10-08 15:10:45+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t151045_r16896_c256_w512_h512,,0.0,ang20191008t151045,/AVIRISNG/Permian2019/ang20191008t151045_r16896_c256_w512_h512,2019-10-08,2019-10-08 15:10:45+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t153517_r13312_c0_w512_h512,,0.0,ang20191008t153517,/AVIRISNG/Permian2019/ang20191008t153517_r13312_c0_w512_h512,2019-10-08,2019-10-08 15:35:17+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t153517_r512_c0_w512_h512,,0.0,ang20191008t153517,/AVIRISNG/Permian2019/ang20191008t153517_r512_c0_w512_h512,2019-10-08,2019-10-08 15:35:17+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t160209_r1024_c0_w512_h512,,0.0,ang20191008t160209,/AVIRISNG/Permian2019/ang20191008t160209_r1024_c0_w512_h512,2019-10-08,2019-10-08 16:02:09+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t160209_r2048_c0_w512_h512,,0.0,ang20191008t160209,/AVIRISNG/Permian2019/ang20191008t160209_r2048_c0_w512_h512,2019-10-08,2019-10-08 16:02:09+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t165855_r19200_c0_w512_h512,,0.0,ang20191008t165855,/AVIRISNG/Permian2019/ang20191008t165855_r19200_c0_w512_h512,2019-10-08,2019-10-08 16:58:55+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t165855_r14080_c0_w512_h512,,0.0,ang20191008t165855,/AVIRISNG/Permian2019/ang20191008t165855_r14080_c0_w512_h512,2019-10-08,2019-10-08 16:58:55+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t165855_r12032_c256_w512_h512,,0.0,ang20191008t165855,/AVIRISNG/Permian2019/ang20191008t165855_r12032_c256_w512_h512,2019-10-08,2019-10-08 16:58:55+00:00,0,0,512,512,train,random,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t172458_r768_c0_w512_h512,,0.0,ang20191008t172458,/AVIRISNG/Permian2019/ang20191008t172458_r768_c0_w512_h512,2019-10-08,2019-10-08 17:24:58+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
ang20191008t172458_r3840_c0_w512_h512,,0.0,ang20191008t172458,/AVIRISNG/Permian2019/ang20191008t172458_r3840_c0_w512_h512,2019-10-08,2019-10-08 17:24:58+00:00,0,0,512,512,train,hard,,False,"Window(col_off=0, row_off=0, width=512, height=512)"
